"","Date","Soybean","Year","Month","Quarter","Oil","CPI","PPI","US_GDP","CHN_GDP","D0","D1","D2","D3","D4"
"61",2002-04-01,4.7575,2002,4,2,26.82,179.3,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"62",2002-04-02,4.7325,2002,4,2,27.75,179.3,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"63",2002-04-03,4.6175,2002,4,2,27.55,179.3,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"64",2002-04-04,4.59,2002,4,2,26.64,179.3,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"65",2002-04-05,4.655,2002,4,2,26.21,179.3,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"66",2002-04-08,4.58,2002,4,2,26.16,179.3,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"67",2002-04-09,4.6125,2002,4,2,25.45,179.3,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"68",2002-04-10,4.605,2002,4,2,26.15,179.3,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"69",2002-04-11,4.58,2002,4,2,24.93,179.3,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"70",2002-04-12,4.61,2002,4,2,23.51,179.3,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"71",2002-04-15,4.565,2002,4,2,24.53,179.3,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"72",2002-04-16,4.6325,2002,4,2,24.92,179.3,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"73",2002-04-17,4.7325,2002,4,2,25.94,179.3,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"74",2002-04-18,4.7025,2002,4,2,25.86,179.3,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"75",2002-04-19,4.72,2002,4,2,26.43,179.3,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"76",2002-04-22,4.705,2002,4,2,26.28,179.3,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"77",2002-04-23,4.74,2002,4,2,26.28,179.3,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"78",2002-04-24,4.795,2002,4,2,26.28,179.3,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"79",2002-04-25,4.745,2002,4,2,26.36,179.3,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"80",2002-04-26,4.683,2002,4,2,27.12,179.3,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"81",2002-04-29,4.64,2002,4,2,27.45,179.3,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"82",2002-04-30,4.6585,2002,4,2,27.32,179.3,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"83",2002-05-01,4.6425,2002,5,2,26.58,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"84",2002-05-02,4.6375,2002,5,2,26.31,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"85",2002-05-03,4.6125,2002,5,2,26.75,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"86",2002-05-06,4.6275,2002,5,2,26.11,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"87",2002-05-07,4.655,2002,5,2,26.79,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"88",2002-05-08,4.72,2002,5,2,27.76,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"89",2002-05-09,4.7625,2002,5,2,27.78,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"90",2002-05-10,4.7075,2002,5,2,27.92,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"91",2002-05-13,4.775,2002,5,2,28.62,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"92",2002-05-14,4.76,2002,5,2,29.17,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"93",2002-05-15,4.82,2002,5,2,28.17,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"94",2002-05-16,4.8475,2002,5,2,28,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"95",2002-05-17,4.875,2002,5,2,28.19,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"96",2002-05-20,4.9125,2002,5,2,28.24,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"97",2002-05-21,4.905,2002,5,2,27.35,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"98",2002-05-22,4.93,2002,5,2,27.01,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"99",2002-05-23,4.915,2002,5,2,26.6,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"100",2002-05-24,4.91,2002,5,2,26.69,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"101",2002-05-28,4.9725,2002,5,2,25.08,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"102",2002-05-29,4.9625,2002,5,2,25.64,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"103",2002-05-30,5.0125,2002,5,2,24.78,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"104",2002-05-31,5.0875,2002,5,2,25.37,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"105",2002-06-03,5.055,2002,6,2,25.1,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"106",2002-06-04,5.0975,2002,6,2,25.32,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"107",2002-06-05,5.1375,2002,6,2,25.02,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"108",2002-06-06,5.1325,2002,6,2,24.89,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"109",2002-06-07,5.075,2002,6,2,24.72,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"110",2002-06-10,5.005,2002,6,2,24.24,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"111",2002-06-11,5.005,2002,6,2,24.21,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"112",2002-06-12,4.9325,2002,6,2,24.79,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"113",2002-06-13,5.0125,2002,6,2,25.54,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"114",2002-06-14,4.97,2002,6,2,25.9,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"115",2002-06-17,4.9875,2002,6,2,25.98,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"116",2002-06-18,4.93,2002,6,2,25.36,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"117",2002-06-19,4.915,2002,6,2,25.57,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"118",2002-06-20,4.875,2002,6,2,25.62,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"119",2002-06-21,4.95,2002,6,2,25.51,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"120",2002-06-24,5.0525,2002,6,2,26.31,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"121",2002-06-25,5.025,2002,6,2,26.06,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"122",2002-06-26,5.117,2002,6,2,26.67,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"123",2002-06-27,5.178,2002,6,2,26.77,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"124",2002-06-28,5.303,2002,6,2,26.79,179.5,130.8,13478.152,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"125",2002-07-01,5.4025,2002,7,3,26.79,180,131.2,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"126",2002-07-02,5.31,2002,7,3,26.83,180,131.2,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"127",2002-07-03,5.38,2002,7,3,26.82,180,131.2,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"128",2002-07-05,5.4575,2002,7,3,NA,180,131.2,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"129",2002-07-08,5.43,2002,7,3,26.14,180,131.2,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"130",2002-07-09,5.53,2002,7,3,26.16,180,131.2,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"131",2002-07-10,5.5125,2002,7,3,26.73,180,131.2,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"132",2002-07-11,5.5475,2002,7,3,27.01,180,131.2,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"133",2002-07-12,5.5825,2002,7,3,27.48,180,131.2,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"134",2002-07-15,5.7,2002,7,3,27.23,180,131.2,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"135",2002-07-16,5.7975,2002,7,3,27.68,180,131.2,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"136",2002-07-17,5.7675,2002,7,3,27.88,180,131.2,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"137",2002-07-18,5.775,2002,7,3,27.5,180,131.2,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"138",2002-07-19,5.7525,2002,7,3,27.83,180,131.2,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"139",2002-07-22,5.9375,2002,7,3,26.61,180,131.2,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"140",2002-07-23,5.76,2002,7,3,26.61,180,131.2,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"141",2002-07-24,5.84,2002,7,3,26.78,180,131.2,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"142",2002-07-25,5.6775,2002,7,3,26.67,180,131.2,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"143",2002-07-26,5.471,2002,7,3,26.55,180,131.2,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"144",2002-07-29,5.2865,2002,7,3,26.54,180,131.2,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"145",2002-07-30,5.367,2002,7,3,27.43,180,131.2,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"146",2002-07-31,5.567,2002,7,3,27.02,180,131.2,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"147",2002-08-01,5.5875,2002,8,3,26.51,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"148",2002-08-02,5.55,2002,8,3,26.87,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"149",2002-08-05,5.49,2002,8,3,26.55,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"150",2002-08-06,5.515,2002,8,3,27.18,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"151",2002-08-07,5.5075,2002,8,3,26.58,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"152",2002-08-08,5.455,2002,8,3,26.67,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"153",2002-08-09,5.5475,2002,8,3,26.87,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"154",2002-08-12,5.8175,2002,8,3,27.84,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"155",2002-08-13,5.85,2002,8,3,28.35,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"156",2002-08-14,5.94,2002,8,3,28.19,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"157",2002-08-15,5.9225,2002,8,3,28.99,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"158",2002-08-16,5.8325,2002,8,3,29.24,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"159",2002-08-19,5.69,2002,8,3,29.86,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"160",2002-08-20,5.5175,2002,8,3,30.12,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"161",2002-08-21,5.5425,2002,8,3,30.37,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"162",2002-08-22,5.48,2002,8,3,30.11,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"163",2002-08-23,5.52,2002,8,3,29.99,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"164",2002-08-26,5.5375,2002,8,3,29.23,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"165",2002-08-27,5.591,2002,8,3,28.84,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"166",2002-08-28,5.528,2002,8,3,28.31,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"167",2002-08-29,5.455,2002,8,3,28.83,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"168",2002-08-30,5.476,2002,8,3,28.97,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"169",2002-09-03,5.495,2002,9,3,27.76,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"170",2002-09-04,5.5275,2002,9,3,28.28,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"171",2002-09-05,5.5725,2002,9,3,29.06,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"172",2002-09-06,5.6,2002,9,3,29.51,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"173",2002-09-09,5.71,2002,9,3,29.8,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"174",2002-09-10,5.7725,2002,9,3,29.62,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"175",2002-09-11,5.8875,2002,9,3,29.77,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"176",2002-09-12,5.7825,2002,9,3,28.95,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"177",2002-09-13,5.6525,2002,9,3,29.83,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"178",2002-09-16,5.725,2002,9,3,29.14,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"179",2002-09-17,5.73,2002,9,3,29.08,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"180",2002-09-18,5.72,2002,9,3,29.57,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"181",2002-09-19,5.64,2002,9,3,29.49,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"182",2002-09-20,5.645,2002,9,3,29.65,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"183",2002-09-23,5.5325,2002,9,3,30.85,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"184",2002-09-24,5.6175,2002,9,3,30.79,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"185",2002-09-25,5.5875,2002,9,3,30.69,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"186",2002-09-26,5.655,2002,9,3,30.31,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"187",2002-09-27,5.6025,2002,9,3,30.53,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"188",2002-09-30,5.4575,2002,9,3,30.59,180.5,131.5,13538.072,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"189",2002-10-01,5.42,2002,10,4,30.71,181.2,133.2,13559.032,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"190",2002-10-02,5.375,2002,10,4,30.59,181.2,133.2,13559.032,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"191",2002-10-03,5.38,2002,10,4,29.73,181.2,133.2,13559.032,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"192",2002-10-04,5.395,2002,10,4,29.65,181.2,133.2,13559.032,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"193",2002-10-07,5.3975,2002,10,4,29.65,181.2,133.2,13559.032,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"194",2002-10-08,5.3525,2002,10,4,29.56,181.2,133.2,13559.032,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"195",2002-10-09,5.235,2002,10,4,29.31,181.2,133.2,13559.032,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"196",2002-10-10,5.2475,2002,10,4,28.96,181.2,133.2,13559.032,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"197",2002-10-11,5.285,2002,10,4,29.36,181.2,133.2,13559.032,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"198",2002-10-14,5.325,2002,10,4,30.06,181.2,133.2,13559.032,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"199",2002-10-15,5.4775,2002,10,4,29.73,181.2,133.2,13559.032,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"200",2002-10-16,5.47,2002,10,4,29.28,181.2,133.2,13559.032,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
"201",2002-10-17,5.5075,2002,10,4,29.61,181.2,133.2,13559.032,1470550.015082,21634.46,9537.02,4338.82,2206.23,421.75
